zip,latitude,longitude,,,city
12745,41.78503,-75.02633,Hortonville,NY,Hortonville (NY)
12746,41.44929,-74.65582,Huguenot,NY,Huguenot (NY)
12747,41.76596,-74.65934,Hurleyville,NY,Hurleyville (NY)
12748,41.77604,-74.91845,Jeffersonville,NY,Jeffersonville (NY)
12749,41.69149,-74.82768,Kauneonga Lake,NY,Kauneonga Lake (NY)
12750,41.73595,-74.96382,Kenoza Lake,NY,Kenoza Lake (NY)
12751,41.69209,-74.66119,Kiamesha Lake,NY,Kiamesha Lake (NY)
12752,41.68278,-74.9905,Lake Huntington,NY,Lake Huntington (NY)
12754,41.80004,-74.73643,Liberty,NY,Liberty (NY)
12758,41.9428,-74.74942,Livingston Manor,NY,Livingston Manor (NY)
12759,41.78399,-74.65758,Loch Sheldrake,NY,Loch Sheldrake (NY)
12760,41.90063,-75.10559,Long Eddy,NY,Long Eddy (NY)
12762,41.65582,-74.79462,Mongaup Valley,NY,Mongaup Valley (NY)
12763,41.68221,-74.52205,Mountain Dale,NY,Mountain Dale (NY)
12764,41.59639,-74.98515,Narrowsburg,NY,Narrowsburg (NY)
12765,41.85265,-74.6281,Neversink,NY,Neversink (NY)
12766,41.81408,-74.97923,North Branch,NY,North Branch (NY)
12767,41.83504,-75.00284,Obernburg,NY,Obernburg (NY)
12768,41.87157,-74.71507,Parksville,NY,Parksville (NY)
12769,41.65925,-74.47071,Phillipsport,NY,Phillipsport (NY)
12770,41.44681,-74.85028,Pond Eddy,NY,Pond Eddy (NY)
12771,41.37394,-74.62429,Port Jervis,NY,Port Jervis (NY)
12775,41.62266,-74.58232,Rock Hill,NY,Rock Hill (NY)
12776,41.96486,-74.93197,Roscoe,NY,Roscoe (NY)
12777,41.55172,-74.71067,Forestburgh,NY,Forestburgh (NY)
12778,41.66174,-74.8138,Smallwood,NY,Smallwood (NY)
12779,41.69804,-74.62703,South Fallsburg,NY,South Fallsburg (NY)
12780,41.44514,-74.71989,Sparrow Bush,NY,Sparrow Bush (NY)
12781,41.61448,-74.47208,Summitville,NY,Summitville (NY)
12783,41.74026,-74.83502,Swan Lake,NY,Swan Lake (NY)
12784,41.66907,-74.61485,Thompsonville,NY,Thompsonville (NY)
12785,41.52429,-74.58051,Westbrookville,NY,Westbrookville (NY)
12786,41.64306,-74.85393,White Lake,NY,White Lake (NY)
12787,41.7931,-74.8365,White Sulphur Springs,NY,White Sulphur Springs (NY)
12788,41.79552,-74.58846,Woodbourne,NY,Woodbourne (NY)
12789,41.71374,-74.57233,Woodridge,NY,Woodridge (NY)
12790,41.5863,-74.51705,Wurtsboro,NY,Wurtsboro (NY)
12791,41.81126,-74.88692,Youngsville,NY,Youngsville (NY)
12792,41.51447,-74.95172,Yulan,NY,Yulan (NY)
12801,43.31097,-73.64545,Glens Falls,NY,Glens Falls (NY)
12803,43.28891,-73.63024,South Glens Falls,NY,South Glens Falls (NY)
12804,43.3375,-73.68307,Queensbury,NY,Queensbury (NY)
12808,43.74782,-73.75393,Adirondack,NY,Adirondack (NY)
12809,43.24097,-73.4624,Argyle,NY,Argyle (NY)
12810,43.49862,-73.95217,Athol,NY,Athol (NY)
12811,43.57502,-74.07508,Bakers Mills,NY,Bakers Mills (NY)
12812,43.85731,-74.41213,Blue Mountain Lake,NY,Blue Mountain Lake (NY)
12814,43.6004,-73.63678,Bolton Landing,NY,Bolton Landing (NY)
12815,43.70161,-73.69459,Brant Lake,NY,Brant Lake (NY)
12816,43.05085,-73.37829,Cambridge,NY,Cambridge (NY)
12817,43.63697,-73.82614,Chestertown,NY,Chestertown (NY)
12819,43.61144,-73.46315,Clemons,NY,Clemons (NY)
12820,43.46022,-73.64067,Cleverdale,NY,Cleverdale (NY)
12821,43.45866,-73.41332,Comstock,NY,Comstock (NY)
12822,43.2407,-73.88959,Corinth,NY,Corinth (NY)
12823,43.17945,-73.40628,Cossayuna,NY,Cossayuna (NY)
12824,43.5279,-73.71386,Diamond Point,NY,Diamond Point (NY)
12827,43.44917,-73.51241,Fort Ann,NY,Fort Ann (NY)
12828,43.25534,-73.56841,Fort Edward,NY,Fort Edward (NY)
12831,43.19533,-73.68791,Gansevoort,NY,Gansevoort (NY)
12832,43.36813,-73.31716,Granville,NY,Granville (NY)
12833,43.13866,-73.84355,Greenfield Center,NY,Greenfield Center (NY)
12834,43.09706,-73.50423,Greenwich,NY,Greenwich (NY)
12835,43.32496,-74.00589,Hadley,NY,Hadley (NY)
12836,43.74994,-73.56816,Hague,NY,Hague (NY)
12837,43.50842,-73.26651,Hampton,NY,Hampton (NY)
12838,43.34354,-73.40756,Hartford,NY,Hartford (NY)
12839,43.34496,-73.55058,Hudson Falls,NY,Hudson Falls (NY)
12841,43.59919,-73.5165,Huletts Landing,NY,Huletts Landing (NY)
12842,43.75058,-74.2746,Indian Lake,NY,Indian Lake (NY)
12843,43.5849,-73.97771,Johnsburg,NY,Johnsburg (NY)
12844,43.49423,-73.64081,Kattskill Bay,NY,Kattskill Bay (NY)
12845,43.42757,-73.70703,Lake George,NY,Lake George (NY)
12846,43.34022,-73.80592,Lake Luzerne,NY,Lake Luzerne (NY)
12847,43.98698,-74.59024,Long Lake,NY,Long Lake (NY)
12849,43.44812,-73.2985,Middle Granville,NY,Middle Granville (NY)
12850,43.09886,-73.97941,Middle Grove,NY,Middle Grove (NY)
12851,43.85171,-74.06211,Minerva,NY,Minerva (NY)
12852,43.99293,-74.13598,Newcomb,NY,Newcomb (NY)
12853,43.68816,-73.99804,North Creek,NY,North Creek (NY)
12854,43.45019,-73.32767,North Granville,NY,North Granville (NY)
12855,44.00121,-73.79762,North Hudson,NY,North Hudson (NY)
12856,43.65531,-74.14625,North River,NY,North River (NY)
12857,43.84033,-73.93354,Olmstedville,NY,Olmstedville (NY)
12858,43.88899,-73.6703,Paradox,NY,Paradox (NY)
12859,43.16587,-73.90569,Porter Corners,NY,Porter Corners (NY)
12860,43.72843,-73.80942,Pottersville,NY,Pottersville (NY)
12861,43.74982,-73.41502,Putnam Station,NY,Putnam Station (NY)
12862,43.67419,-73.91878,Riparius,NY,Riparius (NY)
12863,43.06031,-73.93162,Rock City Falls,NY,Rock City Falls (NY)
12864,43.72733,-74.3054,Sabael,NY,Sabael (NY)
12865,43.21225,-73.34191,Salem,NY,Salem (NY)
12866,43.07537,-73.7401,Saratoga Springs,NY,Saratoga Springs (NY)
12870,43.83931,-73.7625,Schroon Lake,NY,Schroon Lake (NY)
12871,43.09249,-73.61196,Schuylerville,NY,Schuylerville (NY)
12872,43.8839,-73.72309,Severance,NY,Severance (NY)
12873,43.1185,-73.30682,Shushan,NY,Shushan (NY)
12874,43.69035,-73.54836,Silver Bay,NY,Silver Bay (NY)
12878,43.44217,-74.0479,Stony Creek,NY,Stony Creek (NY)
12883,43.85291,-73.50786,Ticonderoga,NY,Ticonderoga (NY)
12884,43.08855,-73.5921,Victory Mills,NY,Victory Mills (NY)
12885,43.52929,-73.83161,Warrensburg,NY,Warrensburg (NY)
12886,43.63689,-73.92654,Wevertown,NY,Wevertown (NY)
12887,43.54504,-73.37471,Whitehall,NY,Whitehall (NY)
12901,44.70842,-73.47465,Plattsburgh,NY,Plattsburgh (NY)
12903,44.65698,-73.46306,Plattsburgh,NY,Plattsburgh (NY)
12910,44.8546,-73.64593,Altona,NY,Altona (NY)
12911,44.53464,-73.46687,Keeseville,NY,Keeseville (NY)
12912,44.46233,-73.74201,Au Sable Forks,NY,Au Sable Forks (NY)
12913,44.42627,-74.01562,Bloomingdale,NY,Bloomingdale (NY)
12914,44.93289,-74.6018,Bombay,NY,Bombay (NY)
12915,44.8535,-74.035,Brainardsville,NY,Brainardsville (NY)
12916,44.83572,-74.5145,Brushton,NY,Brushton (NY)
12917,44.92468,-74.17387,Burke,NY,Burke (NY)
12918,44.68975,-73.67863,Cadyville,NY,Cadyville (NY)
12919,44.96793,-73.45072,Champlain,NY,Champlain (NY)
12920,44.89332,-74.06016,Chateaugay,NY,Chateaugay (NY)
12921,44.89188,-73.43574,Chazy,NY,Chazy (NY)
12922,44.33381,-74.7827,Childwold,NY,Childwold (NY)
12923,44.94546,-73.95802,Churubusco,NY,Churubusco (NY)
12924,44.47589,-73.58751,Keeseville,NY,Keeseville (NY)
12926,44.95223,-74.32214,Constable,NY,Constable (NY)
12927,44.2005,-74.81818,Cranberry Lake,NY,Cranberry Lake (NY)
12928,43.9539,-73.52898,Crown Point,NY,Crown Point (NY)
12929,44.71971,-73.71909,Dannemora,NY,Dannemora (NY)
12930,44.72349,-74.5437,Dickinson Center,NY,Dickinson Center (NY)
12932,44.21222,-73.6082,Elizabethtown,NY,Elizabethtown (NY)
12933,44.89118,-73.84512,Ellenburg,NY,Ellenburg (NY)
12934,44.84603,-73.87659,Ellenburg Center,NY,Ellenburg Center (NY)
12935,44.85709,-73.79461,Ellenburg Depot,NY,Ellenburg Depot (NY)
12936,44.26869,-73.4029,Essex,NY,Essex (NY)
12937,44.96176,-74.47807,Fort Covington,NY,Fort Covington (NY)
12939,44.43859,-74.16541,Gabriels,NY,Gabriels (NY)
12941,44.35147,-73.7126,Jay,NY,Jay (NY)
12942,44.26023,-73.79523,Keene,NY,Keene (NY)
12943,44.13934,-73.82075,Keene Valley,NY,Keene Valley (NY)
12944,44.44585,-73.51193,Keeseville,NY,Keeseville (NY)
12945,44.33451,-74.23829,Lake Clear,NY,Lake Clear (NY)
12946,44.23162,-73.98903,Lake Placid,NY,Lake Placid (NY)
12950,44.32685,-73.57675,Lewis,NY,Lewis (NY)
12952,44.71181,-73.91362,Lyon Mountain,NY,Lyon Mountain (NY)
12953,44.74198,-74.26347,Malone,NY,Malone (NY)
12955,44.78934,-73.95855,Lyon Mountain,NY,Lyon Mountain (NY)
12956,44.09301,-73.49628,Mineville,NY,Mineville (NY)
12957,44.85353,-74.57706,Moira,NY,Moira (NY)
12958,44.95661,-73.57419,Mooers,NY,Mooers (NY)
12959,44.96073,-73.7014,Mooers Forks,NY,Mooers Forks (NY)
12960,44.02226,-73.54123,Moriah,NY,Moriah (NY)
12961,44.06103,-73.57972,Moriah Center,NY,Moriah Center (NY)
12962,44.70642,-73.60141,Morrisonville,NY,Morrisonville (NY)
12964,44.13224,-73.63625,New Russia,NY,New Russia (NY)
12965,44.70587,-74.684,Nicholville,NY,Nicholville (NY)
12966,44.79226,-74.41915,North Bangor,NY,North Bangor (NY)
12967,44.76864,-74.65897,North Lawrence,NY,North Lawrence (NY)
12969,44.71102,-74.0812,Owls Head,NY,Owls Head (NY)
12970,44.44949,-74.33222,Paul Smiths,NY,Paul Smiths (NY)
12972,44.559,-73.56516,Peru,NY,Peru (NY)
12973,44.30279,-74.59187,Piercefield,NY,Piercefield (NY)
12974,44.05582,-73.46931,Port Henry,NY,Port Henry (NY)
12975,44.52977,-73.431,Port Kent,NY,Port Kent (NY)
12976,44.50469,-74.20498,Rainbow Lake,NY,Rainbow Lake (NY)
12977,44.29484,-74.09673,Ray Brook,NY,Ray Brook (NY)
12978,44.6181,-73.79589,Redford,NY,Redford (NY)
12979,44.98926,-73.37213,Rouses Point,NY,Rouses Point (NY)
12980,44.57254,-74.50875,Saint Regis Falls,NY,Saint Regis Falls (NY)
12981,44.62235,-73.84035,Saranac,NY,Saranac (NY)
12983,44.34627,-74.14243,Saranac Lake,NY,Saranac Lake (NY)
12985,44.56413,-73.73395,Schuyler Falls,NY,Schuyler Falls (NY)
12986,44.22279,-74.44056,Tupper Lake,NY,Tupper Lake (NY)
12987,44.33948,-73.76386,Upper Jay,NY,Upper Jay (NY)
12989,44.53935,-74.06439,Vermontville,NY,Vermontville (NY)
12992,44.81822,-73.51582,West Chazy,NY,West Chazy (NY)
12993,44.19711,-73.48097,Westport,NY,Westport (NY)
12996,44.36129,-73.42129,Willsboro,NY,Willsboro (NY)
12997,44.3755,-73.84314,Wilmington,NY,Wilmington (NY)
12998,44.0879,-73.57584,Witherbee,NY,Witherbee (NY)
13020,42.81646,-76.07458,Apulia Station,NY,Apulia Station (NY)
13021,42.91713,-76.5542,Auburn,NY,Auburn (NY)
13024,42.93453,-76.57424,Auburn,NY,Auburn (NY)
13026,42.75044,-76.65968,Aurora,NY,Aurora (NY)
13027,43.16741,-76.36258,Baldwinsville,NY,Baldwinsville (NY)
13028,43.29226,-75.93107,Bernhards Bay,NY,Bernhards Bay (NY)
13029,43.2236,-76.14993,Brewerton,NY,Brewerton (NY)
13030,43.15962,-75.96052,Bridgeport,NY,Bridgeport (NY)
13031,43.0448,-76.30775,Camillus,NY,Camillus (NY)
13032,43.07793,-75.76275,Canastota,NY,Canastota (NY)
13033,43.1852,-76.57044,Cato,NY,Cato (NY)
13034,42.91366,-76.69502,Cayuga,NY,Cayuga (NY)
13035,42.93828,-75.82551,Cazenovia,NY,Cazenovia (NY)
13036,43.32268,-76.17402,Central Square,NY,Central Square (NY)
13037,43.06046,-75.86521,Chittenango,NY,Chittenango (NY)
13039,43.16678,-76.0654,Cicero,NY,Cicero (NY)
13040,42.56033,-75.93029,Cincinnatus,NY,Cincinnatus (NY)
13041,43.19079,-76.19711,Clay,NY,Clay (NY)
13042,43.26565,-75.85154,Cleveland,NY,Cleveland (NY)
13044,43.2977,-75.99595,Constantia,NY,Constantia (NY)
13045,42.58692,-76.19029,Cortland,NY,Cortland (NY)
13051,42.88339,-75.91021,Delphi Falls,NY,Delphi Falls (NY)
13052,42.72838,-75.86957,De Ruyter,NY,De Ruyter (NY)
13053,42.47513,-76.26471,Dryden,NY,Dryden (NY)
13054,43.16947,-75.66923,Durhamville,NY,Durhamville (NY)
13057,43.09543,-76.04014,East Syracuse,NY,East Syracuse (NY)
13060,43.02381,-76.41926,Elbridge,NY,Elbridge (NY)
13061,42.86493,-75.75173,Erieville,NY,Erieville (NY)
13062,42.48121,-76.38694,Etna,NY,Etna (NY)
13063,42.84429,-75.98023,Fabius,NY,Fabius (NY)
13065,42.81884,-76.81577,Fayette,NY,Fayette (NY)
13066,43.03297,-76.00259,Fayetteville,NY,Fayetteville (NY)
13068,42.49905,-76.35555,Freeville,NY,Freeville (NY)
13069,43.33081,-76.37867,Fulton,NY,Fulton (NY)
13071,42.67584,-76.54252,Genoa,NY,Genoa (NY)
13072,42.76243,-75.76296,Georgetown,NY,Georgetown (NY)
13073,42.58514,-76.39832,Groton,NY,Groton (NY)
13074,43.31035,-76.54786,Hannibal,NY,Hannibal (NY)
13076,43.35364,-76.15182,Hastings,NY,Hastings (NY)
13077,42.71557,-76.20089,Homer,NY,Homer (NY)
13078,42.96206,-76.06171,Jamesville,NY,Jamesville (NY)
13080,43.08338,-76.47776,Jordan,NY,Jordan (NY)
13081,42.67364,-76.62527,King Ferry,NY,King Ferry (NY)
13082,43.10148,-75.95253,Kirkville,NY,Kirkville (NY)
13083,43.64853,-75.98091,Lacona,NY,Lacona (NY)
13084,42.88938,-76.11314,La Fayette,NY,La Fayette (NY)
13087,42.69634,-76.16493,Little York,NY,Little York (NY)
13088,43.10787,-76.19096,Liverpool,NY,Liverpool (NY)
13090,43.15162,-76.21344,Liverpool,NY,Liverpool (NY)
13092,42.65145,-76.42502,Locke,NY,Locke (NY)
13101,42.60211,-76.06665,McGraw,NY,McGraw (NY)
13102,42.55276,-76.29253,McLean,NY,McLean (NY)
13103,43.32652,-76.10507,Mallory,NY,Mallory (NY)
13104,42.96378,-75.95523,Manlius,NY,Manlius (NY)
13108,42.97349,-76.33069,Marcellus,NY,Marcellus (NY)
13110,42.89019,-76.28507,Marietta,NY,Marietta (NY)
13111,43.25988,-76.61858,Martville,NY,Martville (NY)
13112,43.10306,-76.41926,Memphis,NY,Memphis (NY)
13113,43.16425,-76.53488,Meridian,NY,Meridian (NY)
13114,43.46386,-76.24328,Mexico,NY,Mexico (NY)
13115,43.3937,-76.47462,Minetto,NY,Minetto (NY)
13116,43.07449,-76.00796,Minoa,NY,Minoa (NY)
13117,43.01007,-76.70838,Montezuma,NY,Montezuma (NY)
13118,42.75226,-76.39522,Moravia,NY,Moravia (NY)
13119,42.97655,-76.44488,Mottville,NY,Mottville (NY)
13120,42.94233,-76.1695,Nedrow,NY,Nedrow (NY)
13121,43.48491,-76.30966,New Haven,NY,New Haven (NY)
13122,42.83857,-75.85919,New Woodstock,NY,New Woodstock (NY)
13123,43.22796,-75.75325,North Bay,NY,North Bay (NY)
13124,42.64578,-75.81718,North Pitcher,NY,North Pitcher (NY)
13126,43.43469,-76.46331,Oswego,NY,Oswego (NY)
13131,43.41964,-76.09539,Parish,NY,Parish (NY)
13132,43.26547,-76.24446,Pennellville,NY,Pennellville (NY)
13134,42.96731,-75.68476,Peterboro,NY,Peterboro (NY)
13135,43.25801,-76.31676,Phoenix,NY,Phoenix (NY)
13136,42.60368,-75.84582,Pitcher,NY,Pitcher (NY)
13138,42.89915,-76.01461,Pompey,NY,Pompey (NY)
13140,43.05891,-76.65841,Port Byron,NY,Port Byron (NY)
13141,42.76684,-76.18616,Preble,NY,Preble (NY)
13142,43.55189,-76.12959,Pulaski,NY,Pulaski (NY)
13143,43.23325,-76.71545,Red Creek,NY,Red Creek (NY)
13144,43.57034,-75.97464,Richland,NY,Richland (NY)
13145,43.65188,-76.1232,Sandy Creek,NY,Sandy Creek (NY)
13146,43.09711,-76.76031,Savannah,NY,Savannah (NY)
13147,42.77336,-76.56603,Scipio Center,NY,Scipio Center (NY)
13148,42.9208,-76.78106,Seneca Falls,NY,Seneca Falls (NY)
13152,42.89323,-76.38518,Skaneateles,NY,Skaneateles (NY)
13153,42.9945,-76.45476,Skaneateles Falls,NY,Skaneateles Falls (NY)
13154,43.13378,-76.76192,South Butler,NY,South Butler (NY)
13155,42.65945,-75.77136,South Otselic,NY,South Otselic (NY)
13156,43.33355,-76.66249,Sterling,NY,Sterling (NY)
13157,43.20288,-75.7254,Sylvan Beach,NY,Sylvan Beach (NY)
13158,42.71603,-75.97626,Truxton,NY,Truxton (NY)
13159,42.80321,-76.11545,Tully,NY,Tully (NY)
13160,42.82613,-76.65157,Union Springs,NY,Union Springs (NY)
13162,43.18833,-75.71823,Verona Beach,NY,Verona Beach (NY)
13163,43.08194,-75.70841,Wampsville,NY,Wampsville (NY)
13164,43.09377,-76.31626,Warners,NY,Warners (NY)
13165,42.91185,-76.87601,Waterloo,NY,Waterloo (NY)
13166,43.07219,-76.5568,Weedsport,NY,Weedsport (NY)
13167,43.3171,-76.0571,West Monroe,NY,West Monroe (NY)
13202,43.04356,-76.15065,Syracuse,NY,Syracuse (NY)
13203,43.061,-76.13486,Syracuse,NY,Syracuse (NY)
13204,43.05204,-76.17666,Syracuse,NY,Syracuse (NY)
13205,43.00474,-76.14163,Syracuse,NY,Syracuse (NY)
13206,43.07354,-76.10584,Syracuse,NY,Syracuse (NY)
13207,43.01221,-76.16354,Syracuse,NY,Syracuse (NY)
13208,43.07878,-76.14521,Syracuse,NY,Syracuse (NY)
13209,43.08581,-76.24355,Syracuse,NY,Syracuse (NY)
13210,43.03186,-76.12653,Syracuse,NY,Syracuse (NY)
13211,43.10333,-76.11954,Syracuse,NY,Syracuse (NY)
13212,43.12839,-76.12889,Syracuse,NY,Syracuse (NY)
13214,43.03865,-76.0741,Syracuse,NY,Syracuse (NY)
13215,42.97852,-76.22979,Syracuse,NY,Syracuse (NY)
13219,43.03969,-76.22277,Syracuse,NY,Syracuse (NY)
13224,43.03892,-76.10264,Syracuse,NY,Syracuse (NY)
13244,43.02318,-76.12329,Syracuse,NY,Syracuse (NY)
13290,43.07132,-76.17368,Syracuse,NY,Syracuse (NY)
13301,43.42225,-75.21546,Alder Creek,NY,Alder Creek (NY)
13302,43.50261,-75.95044,Altmar,NY,Altmar (NY)
13303,43.36992,-75.46636,Ava,NY,Ava (NY)
13304,43.23954,-75.1589,Barneveld,NY,Barneveld (NY)
13305,43.89329,-75.43144,Beaver Falls,NY,Beaver Falls (NY)
13308,43.24865,-75.66686,Blossvale,NY,Blossvale (NY)
13309,43.47398,-75.34103,Boonville,NY,Boonville (NY)
13310,42.89055,-75.57065,Bouckville,NY,Bouckville (NY)
13312,43.70247,-75.20758,Brantingham,NY,Brantingham (NY)
13313,42.88715,-75.26228,Bridgewater,NY,Bridgewater (NY)
13314,42.82476,-75.31568,Brookfield,NY,Brookfield (NY)
13315,42.7438,-75.1385,Burlington Flats,NY,Burlington Flats (NY)
13316,43.41492,-75.73963,Camden,NY,Camden (NY)
13317,42.85638,-74.58844,Canajoharie,NY,Canajoharie (NY)
13318,42.92366,-75.25958,Cassville,NY,Cassville (NY)
13319,43.02705,-75.26593,Chadwicks,NY,Chadwicks (NY)
13320,42.77353,-74.74325,Cherry Valley,NY,Cherry Valley (NY)
13321,43.08901,-75.37259,Clark Mills,NY,Clark Mills (NY)
13322,42.96661,-75.20445,Clayville,NY,Clayville (NY)
13323,43.04198,-75.38144,Clinton,NY,Clinton (NY)
13324,43.3165,-74.93325,Cold Brook,NY,Cold Brook (NY)
13325,43.58398,-75.54091,Constableville,NY,Constableville (NY)
13326,42.71865,-74.90374,Cooperstown,NY,Cooperstown (NY)
13327,43.96047,-75.28474,Croghan,NY,Croghan (NY)
13328,42.98247,-75.42836,Deansboro,NY,Deansboro (NY)
13329,43.11094,-74.70017,Dolgeville,NY,Dolgeville (NY)
13331,43.81706,-74.97284,Eagle Bay,NY,Eagle Bay (NY)
13332,42.75831,-75.57452,Earlville,NY,Earlville (NY)
13333,42.83091,-74.82207,East Springfield,NY,East Springfield (NY)
13334,42.83445,-75.65986,Eaton,NY,Eaton (NY)
13335,42.70193,-75.24847,Edmeston,NY,Edmeston (NY)
13337,42.75114,-74.9816,Fly Creek,NY,Fly Creek (NY)
13338,43.49706,-74.97833,Forestport,NY,Forestport (NY)
13339,42.93995,-74.66631,Fort Plain,NY,Fort Plain (NY)
13340,43.04814,-75.11502,Frankfort,NY,Frankfort (NY)
13342,42.64766,-75.18918,Garrattsville,NY,Garrattsville (NY)
13343,43.75271,-75.31062,Glenfield,NY,Glenfield (NY)
13345,43.6889,-75.33153,Greig,NY,Greig (NY)
13346,42.82093,-75.54453,Hamilton,NY,Hamilton (NY)
13348,42.70202,-75.06398,Hartwick,NY,Hartwick (NY)
13350,43.06352,-74.98817,Herkimer,NY,Herkimer (NY)
13352,43.31122,-75.12058,Hinckley,NY,Hinckley (NY)
13353,43.47123,-74.72732,Hoffmeister,NY,Hoffmeister (NY)
13354,43.26612,-75.27199,Holland Patent,NY,Holland Patent (NY)
13355,42.80971,-75.42401,Hubbardsville,NY,Hubbardsville (NY)
13357,42.96952,-75.08037,Ilion,NY,Ilion (NY)
13360,43.72457,-74.73577,Inlet,NY,Inlet (NY)
13361,42.89807,-74.86256,Jordanville,NY,Jordanville (NY)
13363,43.33127,-75.50984,Lee Center,NY,Lee Center (NY)
13364,42.80501,-75.26105,Leonardsville,NY,Leonardsville (NY)
13365,43.09804,-74.84937,Little Falls,NY,Little Falls (NY)
13367,43.85563,-75.31772,Lowville,NY,Lowville (NY)
13368,43.6446,-75.33209,Lyons Falls,NY,Lyons Falls (NY)
13402,42.90209,-75.50728,Madison,NY,Madison (NY)
13403,43.17041,-75.27188,Marcy,NY,Marcy (NY)
13404,43.73842,-75.48089,Martinsburg,NY,Martinsburg (NY)
13406,43.14326,-74.92257,Middleville,NY,Middleville (NY)
13407,42.9677,-74.94087,Mohawk,NY,Mohawk (NY)
13408,42.92205,-75.66722,Morrisville,NY,Morrisville (NY)
13409,42.97602,-75.59131,Munnsville,NY,Munnsville (NY)
13410,42.92908,-74.60922,Nelliston,NY,Nelliston (NY)
13411,42.63723,-75.30981,New Berlin,NY,New Berlin (NY)
13413,43.0576,-75.27495,New Hartford,NY,New Hartford (NY)
13415,42.59714,-75.19729,New Lisbon,NY,New Lisbon (NY)
13416,43.18768,-74.9571,Newport,NY,Newport (NY)
13417,43.10002,-75.29399,New York Mills,NY,New York Mills (NY)
13418,42.84519,-75.38213,North Brookfield,NY,North Brookfield (NY)
13420,43.65069,-74.9619,Old Forge,NY,Old Forge (NY)
13421,43.06293,-75.64654,Oneida,NY,Oneida (NY)
13424,43.15228,-75.36291,Oriskany,NY,Oriskany (NY)
13425,42.9635,-75.48675,Oriskany Falls,NY,Oriskany Falls (NY)
13428,42.92096,-74.53311,Palatine Bridge,NY,Palatine Bridge (NY)
13431,43.20691,-75.07608,Poland,NY,Poland (NY)
13433,43.59914,-75.24765,Port Leyden,NY,Port Leyden (NY)
13435,43.30255,-75.15134,Prospect,NY,Prospect (NY)
13436,43.80501,-74.67034,Raquette Lake,NY,Raquette Lake (NY)
13437,43.59677,-75.80383,Redfield,NY,Redfield (NY)
13438,43.35171,-75.15527,Remsen,NY,Remsen (NY)
13439,42.85491,-74.99724,Richfield Springs,NY,Richfield Springs (NY)
13440,43.21807,-75.45941,Rome,NY,Rome (NY)
13441,43.22711,-75.40758,Rome,NY,Rome (NY)
13450,42.7026,-74.81263,Roseboom,NY,Roseboom (NY)
13452,43.03718,-74.63001,Saint Johnsville,NY,Saint Johnsville (NY)
13454,43.16885,-74.75719,Salisbury Center,NY,Salisbury Center (NY)
13455,42.91791,-75.37655,Sangerfield,NY,Sangerfield (NY)
13456,43.00145,-75.25855,Sauquoit,NY,Sauquoit (NY)
13457,42.77527,-75.03691,Schuyler Lake,NY,Schuyler Lake (NY)
13459,42.77721,-74.59315,Sharon Springs,NY,Sharon Springs (NY)
13460,42.68492,-75.45572,Sherburne,NY,Sherburne (NY)
13461,43.07115,-75.59866,Sherrill,NY,Sherrill (NY)
13464,42.68632,-75.61998,Smyrna,NY,Smyrna (NY)
13468,42.84696,-74.86448,Springfield Center,NY,Springfield Center (NY)
13469,43.22028,-75.29853,Stittville,NY,Stittville (NY)
13470,43.21075,-74.66825,Stratford,NY,Stratford (NY)
13471,43.37606,-75.6122,Taberg,NY,Taberg (NY)
13472,43.69491,-75.06072,Thendara,NY,Thendara (NY)
13473,43.64414,-75.44517,Turin,NY,Turin (NY)
13475,42.88789,-74.81196,Van Hornesville,NY,Van Hornesville (NY)
13476,43.08728,-75.51219,Vernon,NY,Vernon (NY)
13477,43.03633,-75.51441,Vernon Center,NY,Vernon Center (NY)
13478,43.14916,-75.58009,Verona,NY,Verona (NY)
13480,42.91424,-75.36699,Waterville,NY,Waterville (NY)
13482,42.69661,-75.17695,West Burlington,NY,West Burlington (NY)
13483,43.40075,-75.81995,Westdale,NY,Westdale (NY)
13484,42.85426,-75.65549,West Eaton,NY,West Eaton (NY)
13485,42.7865,-75.3165,West Edmeston,NY,West Edmeston (NY)
13486,43.35707,-75.34088,Westernville,NY,Westernville (NY)
13488,42.67447,-74.76796,Westford,NY,Westford (NY)
13489,43.46698,-75.52928,West Leyden,NY,West Leyden (NY)
13490,43.10612,-75.42991,Westmoreland,NY,Westmoreland (NY)
13491,42.85957,-75.17698,West Winfield,NY,West Winfield (NY)
13492,43.1172,-75.33023,Whitesboro,NY,Whitesboro (NY)
13493,43.43162,-75.90102,Williamstown,NY,Williamstown (NY)
13494,43.53136,-75.14198,Woodgate,NY,Woodgate (NY)
13495,43.11087,-75.27744,Yorkville,NY,Yorkville (NY)
13501,43.08138,-75.22611,Utica,NY,Utica (NY)
13502,43.14121,-75.16584,Utica,NY,Utica (NY)
13601,43.96949,-75.90965,Watertown,NY,Watertown (NY)
13602,44.04877,-75.75747,Fort Drum,NY,Fort Drum (NY)
13603,44.03826,-75.79765,Watertown,NY,Watertown (NY)
13605,43.80641,-76.05195,Adams,NY,Adams (NY)
13606,43.87007,-76.01601,Adams Center,NY,Adams Center (NY)
13607,44.33233,-75.91187,Alexandria Bay,NY,Alexandria Bay (NY)
13608,44.23879,-75.62508,Antwerp,NY,Antwerp (NY)
13611,43.77726,-76.12374,Belleville,NY,Belleville (NY)
13612,43.98571,-75.76911,Black River,NY,Black River (NY)
